reaction,AR_smiles,AR_atom,AH_smiles,AH_atom,BR_smiles,BR_atom,BH_smiles,BH_atom,DGdd_pred,DGdd_true
N3-E1a-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C#C[CH]C,2,C#CCC,2,16.12,15.80
N3-E1b-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C#C[CH]C#N,2,C#CCC#N,2,17.50,17.20
N3-E1c-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C#C[CH]N,2,C#CCN,2,13.94,14.00
N3-E1d-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C#C[CH][N+](=O)[O-],2,C#CC[N+](=O)[O-],2,20.13,20.00
N3-E1e-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C#C[CH]SC,2,C#CCSC,2,14.89,15.10
N3-E1f-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C#C[CH]OC,2,C#CCOC,2,14.89,14.80
N3-E1h-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C#C[CH]O,2,C#CCO,2,14.33,14.20
N3-E1i-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C#C[CH2],2,C#CC,2,16.03,15.80
N3-E1j-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C#C[CH]Cl,2,C#CCCl,2,17.93,17.30
N3-E1k-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C#C[CH]C(F)(F)F,2,C#CCC(F)(F)F,2,20.89,20.70
N3-E1l-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C#C[CH]C(C)=O,2,C#CCC(C)=O,2,17.92,18.00
N3-E1m-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C#C[CH]C(C)(C)C,2,C#CCC(C)(C)C,2,19.11,19.10
N3-E1n-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C#C[CH]N(C)C,2,C#CCN(C)C,2,13.34,13.40
N3-F1a-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C[C](C)c1ccccc1,1,CC(C)c1ccccc1,1,17.76,18.00
N3-F1b-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C[C](C#N)c1ccccc1,1,CC(C#N)c1ccccc1,1,19.88,20.00
N3-F1c-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C[C](N)c1ccccc1,1,CC(N)c1ccccc1,1,13.71,13.80
N3-F1d-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C[C](c1ccccc1)[N+](=O)[O-],1,CC(c1ccccc1)[N+](=O)[O-],1,23.54,23.90
N3-F1e-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CS[C](C)c1ccccc1,2,CSC(C)c1ccccc1,2,18.49,18.90
N3-F1f-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CO[C](C)c1ccccc1,2,COC(C)c1ccccc1,2,16.60,16.90
N3-F1h-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C[C](O)c1ccccc1,1,CC(O)c1ccccc1,1,15.90,15.90
N3-F1j-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C#C[C](C)Cl,2,C#CC(C)Cl,2,20.16,20.70
N3-F1k-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C#C[C](C)C(F)(F)F,2,C#CC(C)C(F)(F)F,2,24.67,25.30
N3-F1l-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C#C[C](C)C(C)=O,2,C#CC(C)C(C)=O,2,20.37,20.70
N3-F1m-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C[C](c1ccccc1)C(C)(C)C,1,CC(c1ccccc1)C(C)(C)C,1,28.02,28.80
N3-F1n-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C[C](c1ccccc1)N(C)C,1,CC(c1ccccc1)N(C)C,1,12.51,12.10
N3-G1a-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C[CH]c1ccccc1,1,CCc1ccccc1,1,15.68,15.70
N3-G1b-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,N#C[CH]c1ccccc1,2,N#CCc1ccccc1,2,18.05,18.10
N3-G1c-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,N[CH]c1ccccc1,1,NCc1ccccc1,1,12.71,12.80
N3-G1d-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,O=[N+]([O-])[CH]c1ccccc1,3,O=[N+]([O-])Cc1ccccc1,3,22.02,21.90
N3-G1e-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CS[CH]c1ccccc1,2,CSCc1ccccc1,2,15.42,15.40
N3-G1f-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CO[CH]c1ccccc1,2,COCc1ccccc1,2,14.03,13.70
N3-G1h-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,O[CH]c1ccccc1,1,OCc1ccccc1,1,13.88,13.80
N3-G1i-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,[CH2]c1ccccc1,0,Cc1ccccc1,0,15.86,15.70
N3-G1j-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,Cl[CH]c1ccccc1,1,ClCc1ccccc1,1,18.39,18.40
N3-G1k-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,FC(F)(F)[CH]c1ccccc1,4,FC(F)(F)Cc1ccccc1,4,22.20,22.20
N3-G1l-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(=O)[CH]c1ccccc1,3,CC(=O)Cc1ccccc1,3,19.46,19.70
N3-G1m-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)[CH]c1ccccc1,4,CC(C)(C)Cc1ccccc1,4,22.41,22.40
N3-G1n-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CN(C)[CH]c1ccccc1,3,CN(C)Cc1ccccc1,3,11.59,11.60
N3-H1a-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C#C[C](C)C,2,C#CC(C)C,2,17.10,17.30
N3-H1b-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C#C[C](C)C#N,2,C#CC(C)C#N,2,18.51,18.60
N3-H1c-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C#C[C](C)N,2,C#CC(C)N,2,12.97,12.90
N3-H1d-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C#C[C](C)[N+](=O)[O-],2,C#CC(C)[N+](=O)[O-],2,20.31,20.30
N3-H1e-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C#C[C](C)SC,2,C#CC(C)SC,2,16.71,17.10
N3-H1f-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C#C[C](C)OC,2,C#CC(C)OC,2,15.71,15.50
N3-H1h-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C#C[C](C)O,2,C#CC(C)O,2,15.56,15.70
N3-H1j-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C[C](Cl)c1ccccc1,1,CC(Cl)c1ccccc1,1,18.99,18.70
N3-H1k-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C[C](c1ccccc1)C(F)(F)F,1,CC(c1ccccc1)C(F)(F)F,1,22.13,22.10
N3-H1l-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C[C](C(C)=O)c1ccccc1,1,CC(=O)C(C)c1ccccc1,3,18.50,18.10
N3-H1m-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C#C[C](C)C(C)(C)C,2,C#CC(C)C(C)(C)C,2,23.29,23.90
N3-H1n-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C#C[C](C)N(C)C,2,C#CC(C)N(C)C,2,14.45,14.20
N3-I1a-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC[C]=O,2,CCC=O,2,11.84,11.90
N3-I1b-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,N#CC[C]=O,3,N#CCC=O,3,14.44,14.60
N3-I1c-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,NC[C]=O,2,NCC=O,2,11.03,11.00
N3-I1d-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,O=[C]C[N+](=O)[O-],1,O=CC[N+](=O)[O-],1,14.77,14.60
N3-I1e-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CSC[C]=O,3,CSCC=O,3,12.47,12.50
N3-I1f-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,COC[C]=O,3,COCC=O,3,12.31,12.40
N3-I1h-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,O=[C]CO,1,O=CCO,1,10.69,10.60
N3-I1j-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,O=[C]CCl,1,O=CCCl,1,13.38,13.50
N3-I1k-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,O=[C]CC(F)(F)F,1,O=CCC(F)(F)F,1,13.57,13.30
N3-I1l-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(=O)C[C]=O,4,CC(=O)CC=O,4,12.04,11.90
N3-I1m-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)C[C]=O,5,CC(C)(C)CC=O,5,12.49,12.60
N3-I1n-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CN(C)C[C]=O,4,CN(C)CC=O,4,12.00,12.60
N3-J1a-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,Cc1ccc([C]=O)cc1,5,Cc1ccc(C=O)cc1,5,13.22,13.20
N3-J1b-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,N#Cc1ccc([C]=O)cc1,6,N#Cc1ccc(C=O)cc1,6,13.96,14.00
N3-J1c-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,Nc1ccc([C]=O)cc1,5,Nc1ccc(C=O)cc1,5,12.31,12.10
N3-J1d-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,O=[C]c1ccc([N+](=O)[O-])cc1,1,O=Cc1ccc([N+](=O)[O-])cc1,1,13.89,13.90
N3-J1e-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CSc1ccc([C]=O)cc1,6,CSc1ccc(C=O)cc1,6,13.35,13.20
N3-J1f-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,COc1ccc([C]=O)cc1,6,COc1ccc(C=O)cc1,6,12.82,12.70
N3-J1h-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,O=[C]c1ccc(O)cc1,1,O=Cc1ccc(O)cc1,1,12.84,12.80
N3-J1i-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,O=[C]c1ccccc1,1,O=Cc1ccccc1,1,13.39,13.50
N3-J1j-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,O=[C]c1ccc(Cl)cc1,1,O=Cc1ccc(Cl)cc1,1,13.74,13.40
N3-J1k-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,O=[C]c1ccc(C(F)(F)F)cc1,1,O=Cc1ccc(C(F)(F)F)cc1,1,14.95,15.20
N3-J1l-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(=O)c1ccc([C]=O)cc1,7,CC(=O)c1ccc(C=O)cc1,7,13.55,13.50
N3-J1m-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)c1ccc([C]=O)cc1,8,CC(C)(C)c1ccc(C=O)cc1,8,13.37,13.60
N3-J1n-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CN(C)c1ccc([C]=O)cc1,7,CN(C)c1ccc(C=O)cc1,7,12.60,12.40
N3-SI1-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,C[C]=O,1,CC=O,1,11.56,11.60
N3-SI2-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)[C]=O,3,CC(C)C=O,3,11.71,11.20
N3-SI3-H1,CC(C)(C)[N]C(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)NC(=O)c1c(C(F)(F)F)cccc1C(F)(F)F,4,CC(C)(C)[C]=O,4,CC(C)(C)C=O,4,12.63,12.70
N4-A1a-H1,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,[CH2]C,0,CC,0,17.17,17.30
N4-A1b-H1,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,[CH2]C#N,0,CC#N,0,21.32,21.50
N4-A1c-H1,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,[CH2]N,0,CN,0,12.00,12.00
N4-A1d-H1,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,[CH2][N+](=O)[O-],0,C[N+](=O)[O-],0,23.27,23.20
N4-A1e-H1,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,[CH2]SC,0,CSC,0,14.55,14.50
N4-A1f-H1,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,[CH2]OC,0,COC,0,14.18,14.20
N4-A1h-H1,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,[CH2]O,0,CO,0,15.04,15.00
N4-A1i-H1,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,[CH3],0,C,0,20.04,19.90
N4-A1j-H1,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,[CH2]Cl,0,CCl,0,19.53,20.20
N4-A1k-H1,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,[CH2]C(F)(F)F,0,CC(F)(F)F,0,24.46,24.40
N4-A1l-H1,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,[CH2]C(C)=O,0,CC(C)=O,0,19.88,20.20
N4-A1m-H1,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,[CH2]C(C)(C)C,0,CC(C)(C)C,0,19.56,19.80
N4-A1n-H1,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,[CH2]N(C)C,0,CN(C)C,0,10.23,10.40
N4-B1a-H1,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,C[CH]CC,1,CCCC,1,15.81,15.50
N4-B1a-H3,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,[CH2]CCC,0,CCCC,0,18.57,18.60
N4-B1b-H1,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,CC[CH]C#N,2,CCCC#N,2,19.64,19.50
N4-B1b-H2,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,C[CH]CC#N,1,CCCC#N,1,18.04,18.10
N4-B1b-H3,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,[CH2]CCC#N,0,CCCC#N,0,19.78,19.70
N4-B1c-H1,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,CC[CH]N,2,CCCN,2,11.79,11.60
N4-B1c-H2,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,C[CH]CN,1,CCCN,1,15.95,16.10
N4-B1c-H3,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,[CH2]CCN,0,CCCN,0,18.62,18.60
N4-B1d-H1,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,CC[CH][N+](=O)[O-],2,CCC[N+](=O)[O-],2,21.21,21.50
N4-B1d-H2,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,C[CH]C[N+](=O)[O-],1,CCC[N+](=O)[O-],1,19.04,18.90
N4-B1d-H3,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,[CH2]CC[N+](=O)[O-],0,CCC[N+](=O)[O-],0,20.35,20.40
N4-B1e-H1,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,CC[CH]SC,2,CCCSC,2,13.74,13.40
N4-B1e-H2,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,C[CH]CSC,1,CCCSC,1,17.37,17.00
N4-B1e-H3,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,[CH2]CCSC,0,CCCSC,0,18.80,19.10
N4-B1f-H1,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,CC[CH]OC,2,CCCOC,2,13.74,13.30
N4-B1f-H2,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,C[CH]COC,1,CCCOC,1,16.98,17.20
N4-B1f-H3,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,[CH2]CCOC,0,CCCOC,0,18.94,19.00
N4-B1g-H1,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,CC[C](OC)OC,2,CCC(OC)OC,2,16.62,17.50
N4-B1g-H2,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,C[CH]C(OC)OC,1,CCC(OC)OC,1,18.42,18.40
N4-B1g-H3,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,[CH2]CC(OC)OC,0,CCC(OC)OC,0,19.26,19.00
N4-B1h-H1,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,CC[CH]O,2,CCCO,2,14.10,14.00
N4-B1h-H2,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,C[CH]CO,1,CCCO,1,16.37,16.20
N4-B1h-H3,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,[CH2]CCO,0,CCCO,0,18.48,18.70
N4-B1j-H1,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,CC[CH]Cl,2,CCCCl,2,18.22,18.20
N4-B1j-H2,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,C[CH]CCl,1,CCCCl,1,17.81,17.50
N4-B1j-H3,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,[CH2]CCCl,0,CCCCl,0,19.18,19.40
N4-B1k-H1,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,CC[CH]C(F)(F)F,2,CCCC(F)(F)F,2,21.38,21.00
N4-B1k-H2,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,C[CH]CC(F)(F)F,1,CCCC(F)(F)F,1,18.22,18.40
N4-B1k-H3,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,[CH2]CCC(F)(F)F,0,CCCC(F)(F)F,0,19.72,19.60
N4-B1l-H1,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,CC[CH]C(C)=O,2,CCCC(C)=O,2,17.97,17.50
N4-B1l-H2,C[N]C(=O)c1ccccc1,1,CNC(=O)c1ccccc1,1,C[CH]CC(C)=O,1,CCCC(C)=O,1,17.27,17.50
